,name,acronym,SJ0612,SJ0613,SJ0602,SJ0601,SJ0603,SJ0604,SJ0605,SJ0608,SJ0606,SJ0610,SJ0619,SJ0615,SJ0511,SJ0512,SJ0514,SJ0517,SJ0519,SJ0516,SJ0513,SJ0520,SJ0518,SJ0503,SJ0502
465,left Paracentral nucleus,PCN-L,218.4300341296928,436.8600682593856,378.0519821475453,0.0,8.401155158834339,201.62772381202416,571.278550800735,0.0,8.401155158834339,33.604620635337355,361.2496718298766,403.2554476240483,3175.63665003938,1680.2310317668678,1890.2599107377264,1344.1848254134943,1529.0102389078495,352.84851667104226,1806.2483591493828,814.9120504069309,1940.6668416907323,42.0057757941717,16.802310317668677
466,left Central lateral nucleus of the thalamus,CL-L,533.837819244991,1117.2069825436408,2140.8547596525927,0.0,82.55224008943159,330.2089603577264,396.2507524292717,27.517413363143863,22.01393069051509,27.517413363143863,2531.6020294092355,605.383093989165,11254.62206552584,2806.7761630406744,2030.7851062000173,2509.5880987187206,1491.4438042823974,1739.1005245506924,3670.822942643392,1216.269670650959,1843.666695330639,93.55920543468916,60.5383093989165
467,left Parafascicular nucleus,PF-L,826.1758691206544,167.68916155419222,1141.1042944785277,118.60940695296524,110.42944785276076,445.8077709611452,290.3885480572597,139.0593047034765,44.989775051124745,81.79959100204499,1627.8118609406954,343.558282208589,8887.525562372188,1635.9918200409,3914.1104294478528,728.0163599182005,961.1451942740288,1746.4212678936606,535.7873210633946,2126.78936605317,2081.799591002045,28.629856850715747,151.32924335378323
468,left Posterior intralaminar thalamic nucleus,PIL-L,1080.696765019552,193.3878421613935,6324.920014219694,11.375755421258445,45.50302168503377,409.5271951653039,56.87877710629221,11.375755421258445,68.25453252755065,125.13330963384288,352.6484180590117,2559.5449697831496,2343.405616779239,2115.8905083540703,796.302879488091,978.314966228226,2730.1813011020263,1456.0966939210807,4174.902239601848,2081.763242090295,932.8119445431922,2047.63597582652,273.0181301102026
469,left Reticular nucleus of the thalamus,RT-L,458.8804422944022,172.77125086385624,391.1541119557705,11.0573600552868,16.5860400829302,686.9384934346924,100.89841050449203,81.54803040774014,70.49067035245335,41.4651002073255,438.1478921907394,287.4913614374568,2469.937802349689,812.7159640635798,1123.704215618521,984.1050449205252,1474.775397373877,1796.821008984105,1234.277816171389,1729.094678645473,780.9260539046302,212.8541810642709,323.4277816171389
470,"left Geniculate group, ventral thalamus",GENv-L,892.6134322997725,2049.563031246259,321.8005507003472,0.0,22.98575362145337,348.61726325870944,187.71698790853583,907.937268047408,22.98575362145337,386.9268526277984,1099.4852148928528,9945.16940021549,16503.77110020352,8991.260624925177,10745.839818029452,10224.82940260984,8324.67376990303,12247.575721297737,10370.40584221238,10343.589129654018,9052.55596791572,222.19561834071592,440.5602777445229
471,left Intergeniculate leaflet of the lateral geniculate complex,IGL-L,667.8765880217785,2235.934664246824,551.7241379310344,0.0,0.0,290.3811252268602,116.1524500907441,609.8003629764065,87.11433756805808,29.038112522686024,1016.3339382940107,11179.67332123412,25814.88203266788,9785.84392014519,11615.24500907441,12225.045372050816,12747.731397459163,14780.399274047186,9698.729582577133,15245.009074410162,9698.729582577133,145.1905626134301,348.4573502722323
472,left Intermediate geniculate nucleus,IntG-L,89.51048951048952,537.0629370629371,1163.6363636363635,0.0,0.0,0.0,89.51048951048952,0.0,0.0,3401.3986013986014,89.51048951048952,4386.013986013986,9667.132867132868,6444.755244755245,5370.629370629371,5012.5874125874125,10472.727272727274,5907.692307692308,12173.426573426574,13963.636363636364,3580.4195804195806,0.0,0.0
473,left Ventral part of the lateral geniculate complex,LGv-L,989.5632006184768,2206.7259373792035,242.44298415152684,0.0,29.686896018554307,400.7730962504832,217.7039041360649,994.5110166215692,14.843448009277154,306.76459219172784,1222.110552763819,10538.84808658678,15996.28913799768,9534.441437959023,11553.150367220718,10801.082334750676,7961.035948975647,12349.748743718592,10994.04715887128,9910.475454194047,9697.719366061074,262.2342481638964,494.78160030923846
474,left Subgeniculate nucleus,SubG-L,676.0563380281691,450.7042253521127,225.35211267605635,0.0,0.0,0.0,0.0,1126.7605633802816,0.0,0.0,300.46948356807513,2403.755868544601,5859.154929577465,826.2910798122066,751.1737089201878,676.0563380281691,600.9389671361503,9464.788732394369,1126.7605633802816,1201.8779342723003,2178.4037558685445,0.0,225.35211267605635
475,left Epithalamus,EPI-L,687.2362374566256,543.1867204351496,285.0980024383382,0.0,129.0443589984057,1422.4889805870769,468.16093031979744,492.1691831567101,57.01960048766763,75.02579011535215,1710.588014630029,969.3332082903498,3478.195629747726,1599.549845259308,1653.5684141423617,1665.5725405608175,1746.600393885398,1374.4724749132513,1203.4136734502486,1590.5467504454657,513.1764043890087,528.1815624120792,759.2609959673638
476,left Medial habenula,MH-L,1029.741589468552,530.472940029254,118.57630424183324,0.0,124.81716235982448,2071.964895173086,536.7137981472453,848.7567040468064,43.68600682593856,118.57630424183324,574.1589468551925,1173.28132618235,99.85372988785956,112.33544612384202,368.2106289614822,131.0580204778157,187.2257435397367,468.0643588493418,180.98488542174547,368.2106289614822,187.2257435397367,805.0706972208678,262.1160409556314
477,left Lateral habenula,LH-L,369.9756119591726,554.9634179387589,439.3460392015175,0.0,132.95998554782767,820.8833890344142,404.660825580345,161.86433023213803,69.37042724234486,34.68521362117243,2763.2553518200707,780.4173064763797,6607.533194833349,2977.1475024839674,2844.18751693614,3086.9840122843466,3191.039653147864,2214.072802818174,2150.483244512691,2722.789269262036,815.1025200975522,271.7008400325174,1219.7633456778972
478,left Hypothalamus,HY-L,2133.2365220548195,612.8153929932838,856.2517533292629,26.40307595834915,114.58934965923532,229.4427300780541,774.1381870987971,293.07414313767555,96.76727338734965,269.1793593953696,1479.7603920856782,555.3887027838744,7030.215020049836,4962.062080232347,6262.677601940626,3759.269954949752,4306.869750325914,5635.8685786894175,5483.522830409743,5584.250565190845,4211.554646116273,334.6589877720755,979.9501641941288
479,left Periventricular zone,PVZ-L,1457.1615434924788,1012.426422498365,115.10791366906476,75.86657946370177,269.4571615434925,136.03662524525834,350.55591890124265,944.4081098757358,117.72400261608897,622.6291693917593,1200.7848266841074,460.43165467625903,5836.494440810988,4570.307390451276,3934.597776324396,1930.6736429038588,4293.001962066711,5457.161543492479,4858.077174623938,6357.096141268804,3118.378024852845,222.3675604970569,578.155657292348
480,left Supraoptic nucleus,SO-L,3483.870967741936,86.02150537634408,43.01075268817204,86.02150537634408,473.1182795698925,258.06451612903226,129.03225806451613,0.0,43.01075268817204,215.05376344086025,1204.3010752688172,301.0752688172043,10408.602150537634,5677.419354838709,86.02150537634408,301.0752688172043,1118.279569892473,4946.236559139785,12989.247311827958,19311.827956989247,7397.849462365591,0.0,2967.741935483871
481,left Accessory supraoptic group,ASO-L,656.4102564102564,1641.0256410256409,2297.435897435897,0.0,0.0,328.2051282051282,984.6153846153844,0.0,328.2051282051282,0.0,5251.282051282051,656.4102564102564,22317.94871794872,9846.153846153846,9846.153846153846,8205.128205128205,7220.51282051282,20348.71794871795,15097.435897435897,13784.615384615385,17723.076923076922,0.0,1641.0256410256409
482,left Paraventricular hypothalamic nucleus,PVH-L,1325.4756693045967,1454.7903687489477,237.07694898131,0.0,43.10489981478364,86.20979962956727,172.41959925913454,129.3146994443509,161.6433743054386,377.1678733793568,1336.2518942582926,366.3916484256609,7263.175618791042,6702.811921198855,4342.818656339451,1810.4057922209129,7877.420441151709,8674.861087725207,7942.077790873885,10388.280855362857,3329.853510692036,0.0,1174.608519952854
483,"left Periventricular hypothalamic nucleus, anterior part",PVa-L,853.3333333333334,406.3492063492064,40.63492063492063,0.0,0.0,0.0,203.1746031746032,0.0,203.1746031746032,1097.142857142857,1219.047619047619,812.6984126984128,12515.555555555557,7517.460317460318,8777.142857142857,1422.2222222222222,9386.666666666666,16375.873015873016,8289.52380952381,12149.84126984127,6013.968253968254,0.0,40.63492063492063
484,"left Periventricular hypothalamic nucleus, intermediate part",PVi-L,1521.099434114794,279.3856103476152,103.47615198059825,20.695230396119644,786.4187550525465,72.43330638641876,300.0808407437349,3021.5036378334685,144.86661277283753,279.3856103476152,1407.2756669361358,144.86661277283753,6539.692805173808,5215.198059822151,6239.611964430073,3507.84155214228,5949.878738884398,4190.784155214228,4263.217461600647,6270.654810024253,3942.441390460792,62.085691188358936,93.1285367825384
485,left Arcuate hypothalamic nucleus,ARH-L,1289.5837921162738,1465.756441312486,21.14071790354547,176.17264919621226,84.56287161418189,211.40717903545476,549.6586654921823,401.673640167364,63.422153710636415,1014.7544593701826,880.8632459810614,697.6436908170006,2163.400132129487,1930.8522351904865,1761.7264919621227,1155.6925787271523,394.6267341995155,2085.8841664831534,1099.3173309843646,493.2834177493944,902.0039638846068,556.7055714600308,197.31336709975776
486,left Periventricular region,PVR-L,1754.2458769693806,481.5576917170849,139.55345351801233,16.707103590184577,53.06962316882159,77.63889315438715,833.3896379103836,634.869936427014,77.63889315438715,255.52040784988176,1550.812321488898,360.6768833881024,9172.199871011331,5350.204232056755,7091.674088633641,4445.07232578852,5278.461963698904,6797.8256196062775,7171.2785233868735,6877.43005435951,5184.115966954332,222.10620066951265,821.5963883173122
487,left Anterodorsal preoptic nucleus,ADP-L,2024.186046511628,1270.077519379845,0.0,0.0,0.0,39.68992248062016,3532.4031007751937,317.51937984496124,39.68992248062016,79.37984496124031,2897.3643410852715,218.29457364341084,6747.2868217054265,5377.984496124031,6568.682170542636,9585.116279069767,6906.0465116279065,7342.635658914728,3849.922480620155,9565.271317829458,8017.364341085271,0.0,297.6744186046512
488,left Anteroventral preoptic nucleus,AVP-L,1872.7458319156176,130.65668594760123,0.0,21.776114324600204,0.0,43.55222864920041,827.4923443348077,261.31337189520247,0.0,65.32834297380062,1872.7458319156176,108.88057162300102,11802.65396393331,6837.699897924464,10169.445389588294,5008.506294658047,8906.430758761484,7316.774413065668,6924.804355222865,9145.968016332086,3527.730520585233,1045.25348758081,1654.9846886696157
489,left Anteroventral periventricular nucleus,AVPV-L,2603.4273844556,531.7638912930587,0.0,33.23524320581617,55.392072009693614,0.0,564.9991344988748,2481.5648260342737,11.078414401938725,155.0978016271421,1550.9780162714212,819.8026657434655,7500.086550112515,4220.8758871386535,5561.364029773238,3622.641509433962,2525.8784836420286,4586.463562402631,4985.286480872425,3545.0926086203917,4874.502336853037,420.9797472736714,121.86255842132594
490,left Dorsomedial nucleus of the hypothalamus,DMH-L,2396.2390866353257,365.3458697112155,569.5097380792478,0.0,10.745466756212222,53.72733378106111,1004.7011417058428,413.70047011417057,198.7911349899261,295.5003357958361,1944.9294828744123,150.4365345869711,9300.201477501678,9676.292813969108,15688.381464069844,6114.170584284754,7124.244459368703,6151.7797179314975,9144.392209536602,9531.22901276024,9246.474143720618,0.0,870.38280725319
491,left Median preoptic nucleus,MEPO-L,493.9965694682677,109.7770154373928,0.0,54.8885077186964,0.0,219.5540308747856,658.6620926243568,329.3310463121784,0.0,54.8885077186964,329.3310463121784,219.5540308747856,4061.7495711835336,1152.6586620926244,3732.418524871355,4555.746140651801,1042.8816466552316,6861.063464837051,2469.982847341338,4610.634648370497,4665.523156089194,0.0,274.442538593482
492,left Medial preoptic area,MPO-L,1262.3557099630168,430.34853748739215,46.62109156113415,21.517426874369608,10.758713437184804,64.55228062310881,760.2824162277261,340.69259217751875,86.06970749747843,125.5183234338227,1448.8400762075537,268.9678359296201,10554.297881878292,3826.5157458253952,5422.391572341141,4095.483581755015,5522.806231088199,6207.777653255632,6218.536366692816,7043.371063543651,3381.822257088423,484.14210467331617,1516.9785946430572
493,left Vascular organ of the lamina terminalis,OV-L,2397.003745318352,958.8014981273408,0.0,0.0,0.0,0.0,479.4007490636704,4554.307116104868,0.0,1438.202247191011,7910.112359550561,479.4007490636704,2876.404494382022,1677.9026217228463,239.7003745318352,2397.003745318352,0.0,719.1011235955056,4074.9063670411983,2636.704119850187,6951.310861423221,0.0,0.0
494,left Posterodorsal preoptic nucleus,PD-L,1387.5338753387534,0.0,0.0,0.0,0.0,173.44173441734418,346.8834688346884,867.2086720867209,0.0,346.8834688346884,173.44173441734418,346.8834688346884,6764.227642276423,1560.9756097560976,173.44173441734418,1907.8590785907857,5723.577235772358,4509.485094850948,5203.252032520325,3121.951219512195,867.2086720867209,0.0,346.8834688346884
495,left Parastrial nucleus,PS-L,3292.1384665156907,372.69492073762535,0.0,0.0,0.0,20.70527337431252,2049.82206405694,517.631834357813,20.70527337431252,62.11582012293756,2174.0537043028144,269.1685538660627,13437.722419928825,5486.897444192818,8779.035910708508,7308.961501132319,6915.561307020382,8385.635716596571,6625.687479780007,5942.413458427693,5466.192170818505,0.0,1304.4322225816886
496,"left Periventricular hypothalamic nucleus, posterior part",PVp-L,476.54504839910646,0.0,47.65450483991065,0.0,63.53933978654753,333.58153387937455,254.1573591461901,508.3147182923802,31.769669893273765,968.97493174485,444.7753785058328,95.3090096798213,2954.57930007446,794.2417473318442,301.8118639861008,3176.9669893273767,206.5028543062795,8196.574832464632,206.5028543062795,857.7810871183917,349.46636882601143,63.53933978654753,15.884834946636882
497,"left Periventricular hypothalamic nucleus, preoptic part",PVpo-L,1176.5227021040976,850.498338870432,113.3997785160576,28.3499446290144,0.0,0.0,311.8493909191584,907.1982281284608,14.1749723145072,326.0243632336656,737.0985603543744,666.2236987818384,6350.387596899225,4139.091915836102,4975.415282392027,1927.796234772979,3132.668881506091,4337.541528239203,4748.615725359912,4635.215946843854,2622.369878183832,0.0,481.9490586932448
498,left Subparaventricular zone,SBPV-L,1590.7514450867052,1812.7167630057804,73.98843930635839,0.0,0.0,0.0,240.46242774566477,0.0,55.49132947976879,536.4161849710982,2238.150289017341,869.364161849711,13003.468208092483,8952.601156069364,8471.676300578034,3366.4739884393066,8471.676300578034,11616.184971098266,12356.069364161847,10210.404624277457,8638.150289017341,0.0,55.49132947976879
499,left Suprachiasmatic nucleus,SCH-L,1545.4545454545453,0.0,0.0,30.3030303030303,0.0,0.0,212.12121212121207,0.0,181.8181818181818,454.5454545454545,272.7272727272727,424.24242424242425,13909.090909090908,8818.181818181818,2181.818181818181,424.24242424242425,6181.818181818181,17363.636363636364,33636.36363636363,11454.545454545454,11515.151515151514,0.0,636.3636363636364
500,left Subfornical organ,SFO-L,671.664167916042,191.904047976012,767.6161919040479,0.0,95.952023988006,1631.1844077961018,671.664167916042,3454.272863568216,0.0,0.0,3070.464767616192,2398.8005997001496,287.856071964018,767.6161919040479,0.0,0.0,191.904047976012,95.952023988006,95.952023988006,191.904047976012,0.0,0.0,95.952023988006
501,left Ventromedial preoptic nucleus,VMPO-L,1712.507778469197,0.0,0.0,0.0,119.477286869944,39.82576228998133,79.65152457996267,39.82576228998133,0.0,79.65152457996267,278.7803360298693,39.82576228998133,5894.212818917237,1553.204729309272,1075.295581829496,3385.189794648413,3624.144368388301,3902.92470441817,3863.098942128189,4301.182327317983,2668.326073428749,39.82576228998133,677.0379589296826
502,left Ventrolateral preoptic nucleus,VLPO-L,2332.710280373832,0.0,0.0,89.7196261682243,1076.6355140186915,59.81308411214953,0.0,1016.822429906542,59.81308411214953,209.34579439252332,1375.7009345794393,388.785046728972,11334.579439252337,4306.542056074766,1884.1121495327104,3857.9439252336447,4336.448598130841,7177.570093457944,7865.420560747663,6489.719626168224,3020.5607476635514,0.0,59.81308411214953
503,left Hypothalamic medial zone,MEZ-L,2735.560030326993,947.5065830772116,312.0093263657338,20.870189054564133,60.00179353187188,259.3120990029593,859.3300343216781,289.0521184057132,125.7428890537489,266.0949104456927,1676.397935807864,379.3156860667031,7892.061990983427,5278.592566625633,6656.54679895323,4396.827079070298,4764.664161156991,6293.405509403814,5848.348727815233,5524.86079746949,3606.368668628682,117.91656815828736,917.2448089480936
504,left Anterior hypothalamic nucleus,AHN-L,1663.4361233480176,707.6651982378855,211.4537444933921,2.8193832599118944,0.0,98.6784140969163,515.9471365638767,19.73568281938326,95.8590308370044,93.03964757709252,1271.5418502202645,451.1013215859031,8669.603524229075,6611.453744493392,5867.136563876652,2878.590308370044,5982.73127753304,6811.629955947137,9416.740088105727,6851.101321585903,6896.211453744493,64.84581497797357,1632.4229074889868
505,left Mammillary body,MBO-L,3513.11232063335,1250.8659079663537,366.1553686293914,27.709054923305292,79.16872835230085,526.4720435428006,655.1212271152895,368.1345868381989,211.7763483424048,467.095497278575,1735.774369124196,306.7788223651657,5917.862444334488,3269.668480950025,1967.342899554676,2875.804057397328,2614.547253834736,7580.405739732806,3358.733300346363,4035.625927758536,1136.0712518555172,318.6541316180109,668.9757545769421
506,left Lateral mammillary nucleus,LM-L,2909.090909090909,257.4416733708769,180.20917135961383,0.0,0.0,154.46500402252613,51.48833467417538,77.23250201126307,25.74416733708769,1364.4408688656474,1415.929203539823,128.72083668543846,2960.5792437650844,437.6508447304907,720.8366854384553,1621.8825422365244,1158.487530168946,4582.461786001609,2342.71922767498,1750.6033789219628,283.1858407079646,128.72083668543846,566.3716814159292
507,left Medial mammillary nucleus,MM-L,3001.456452082726,641.304981066123,268.4532478881445,33.556655986018065,0.0,760.6175356830761,768.0745703466356,257.26769589280514,37.28517331779785,257.26769589280514,991.7856102534228,130.49810661229247,5257.209437809496,1424.2936207398775,1222.9536848237694,1670.3757646373435,1640.5476259831053,5376.521992426449,1950.0145645208277,2777.74541217594,130.49810661229247,156.59772793475096,525.7209437809496
508,"left Medial mammillary nucleus, median part",MMme-L,4640.0,773.3333333333334,240.0,0.0,0.0,933.3333333333334,213.33333333333331,613.3333333333334,0.0,80.0,1253.3333333333337,133.33333333333334,8026.666666666667,3573.333333333333,4133.333333333334,4293.333333333334,6240.0,9760.0,5786.666666666667,5653.333333333334,346.6666666666667,0.0,506.6666666666667
509,"left Medial mammillary nucleus, lateral part",MMl-L,1623.2224014074184,769.3886526902214,281.4836534232517,56.29673068465035,0.0,581.7328837413869,910.1304794018472,243.95249963348485,37.5311537897669,516.0533646092948,985.1927869813812,159.5074036065093,5244.978742119924,1163.4657674827738,591.1156721888286,1313.5903826418414,966.4272100864976,5563.993549332942,1360.50432487905,2139.275766016713,75.0623075795338,112.5934613693007,356.54596100278553
510,"left Medial mammillary nucleus, medial part",MMm-L,4868.927589367553,689.2758936755271,322.6397800183318,29.33088909257562,0.0,381.3015582034831,498.6251145737856,190.65077910174156,58.66177818515124,73.32722273143905,967.9193400549956,73.32722273143905,4648.945921173236,1730.5224564619616,1231.897341888176,1921.173235563703,1290.5591200733272,5088.90925756187,2199.8166819431717,3651.695692025665,117.32355637030248,0.0,1055.9120073327224
511,"left Medial mammillary nucleus, posterior part",MMp-L,54.8885077186964,384.2195540308748,54.8885077186964,0.0,0.0,2305.3173241852487,3128.644939965695,0.0,0.0,219.5540308747856,987.9931389365352,329.3310463121784,603.7735849056604,54.8885077186964,54.8885077186964,54.8885077186964,0.0,219.5540308747856,54.8885077186964,54.8885077186964,0.0,0.0,164.6655231560892
512,"left Medial mammillary nucleus, dorsal part",MMd-L,3314.0016570008283,185.5840927920464,265.1201325600663,26.512013256006625,0.0,1033.9685169842585,265.1201325600663,185.5840927920464,53.02402651201325,53.02402651201325,795.3603976801988,53.02402651201325,5885.666942833471,132.56006628003314,662.8003314001656,397.6801988400994,397.6801988400994,3499.5857497928746,265.1201325600663,1458.1607290803645,159.07207953603975,795.3603976801988,238.60811930405964
513,left Supramammillary nucleus,SUM-L,4365.071534287124,3552.047360631475,789.3438579181055,39.46719289590528,260.4834731129748,181.54908732116428,599.9013320177602,592.0078934385791,734.0897878638382,663.0488406512086,2257.523433645782,836.7044893931918,7506.660088801183,6835.717809570794,3188.9491859891464,3678.342377898372,4207.202762703502,11808.58411445486,6022.693635915145,5833.251110014799,2873.211642821904,142.08189442525898,1176.1223482979772
514,left Tuberomammillary nucleus,TM-L,4250.81931396111,0.0,83.89774961765349,0.0,97.8807078872624,461.4376228970942,657.199038671619,545.3353725147476,41.94887480882674,419.4887480882674,3775.398732794407,125.84662442648025,7187.240550578982,5411.40485033865,3272.012235088486,6655.888136333843,4236.836355691501,9983.832204500764,4474.546646274853,6809.700677299541,2293.2051562158617,1342.3639938824558,363.55691500983176
515,"left Tuberomammillary nucleus, dorsal part",TMd-L,288.5482416591524,0.0,230.83859332732192,0.0,0.0,1385.0315599639314,1211.90261496844,2019.837691614067,0.0,230.83859332732192,6405.770964833183,0.0,28162.308385933276,20948.602344454463,12119.0261496844,26084.761045987376,17197.475202885482,22737.60144274121,16331.830477908026,26315.5996393147,8252.479711451759,0.0,1211.90261496844
516,"left Tuberomammillary nucleus, ventral part",TMv-L,5517.8777393310265,0.0,36.90888119953864,0.0,129.18108419838524,166.0899653979239,479.8154555940023,73.81776239907728,55.36332179930796,479.8154555940023,2934.256055363322,166.0899653979239,479.8154555940023,442.9065743944637,442.9065743944637,442.9065743944637,92.2722029988466,5905.420991926182,682.8143021914648,572.0876585928489,387.5432525951557,1771.6262975778548,92.2722029988466
517,left Medial preoptic nucleus,MPN-L,1078.847199564981,392.7600403946244,64.63139905227997,9.943292161889223,0.0,19.88658432377845,352.98687174706754,198.86584323778453,49.71646080944613,164.06432067117225,720.8886817369689,512.0795463372951,6199.642662937932,2301.872135477356,2127.8645226442945,1387.089256583547,3629.3016390895673,3654.1598694942895,4633.574147440379,3912.6854657034105,2436.1065796628604,0.0,1605.84168414511
518,left Dorsal premammillary nucleus,PMd-L,5435.824436536181,652.9062870699881,182.2064056939502,45.55160142348755,60.73546856465006,394.7805456702254,1153.9739027283513,288.4934756820878,30.36773428232503,607.3546856465006,1442.4673784104389,75.91933570581257,9854.329774614473,4190.747330960854,9945.432977461449,6437.959667852907,6179.833926453144,5025.860023724793,5952.075919335706,6984.578884934757,1442.4673784104389,0.0,1396.9157769869514
519,left Ventral premammillary nucleus,PMv-L,7364.187679540377,0.0,377.9125438876477,0.0,30.64155761251197,408.5541015001596,857.9636131503352,326.84328120012765,40.85541015001596,234.91860836259173,2962.017235876157,71.49696776252793,7353.973827002873,5300.989466964571,6465.368656240025,5535.908075327163,3779.125438876477,11265.8793488669,4391.956591126716,3840.4085541015,2696.4570699010533,0.0,347.27098627513567
520,"left Paraventricular hypothalamic nucleus, descending division",PVHd-L,2203.7302725968434,1775.227164036346,734.5767575322811,0.0,122.42945958871351,306.0736489717838,765.1841224294595,107.12577714012431,214.25155428024863,107.12577714012431,1178.3835485413676,260.1626016260162,10192.2525107604,7590.626494500239,8248.684839789574,4744.141559062649,7009.086561453849,4330.942132950741,7651.841224294595,5080.822572931611,6672.405547584887,61.21472979435677,627.4509803921568
521,left Ventromedial hypothalamic nucleus,VMH-L,2096.149464570517,3.645477329687856,102.07336523125996,43.74572795625427,3.645477329687856,277.05627705627705,619.7311460469355,295.28366370471633,76.55502392344498,134.88266119845068,1294.1444520391888,291.63818637502845,3485.07632718159,3827.751196172249,9394.395078605605,1658.6921850079743,1523.8095238095236,2967.4185463659146,4050.125313283208,1990.430622009569,3353.839143312827,134.88266119845068,783.777625882889
522,left Posterior hypothalamic nucleus,PH-L,2450.942977590415,1970.9784779232305,568.0053250499224,22.720213001996893,167.56157088972708,85.20079875748836,1936.8981584202352,516.8848457954293,139.16130463723098,286.8426891502108,2621.3445751053914,568.0053250499224,13697.448413578875,9417.528289327713,13776.969159085866,11198.22498335922,9389.128023075216,7242.06789438651,7971.95473707566,10278.056356778345,4791.124916796095,2.840026625249612,386.2436210339472
523,left Hypothalamic lateral zone,LZ-L,1889.262556324871,421.32102428838334,1689.85602813496,22.507967908561383,147.70853939993407,281.70128585558854,750.1483679525223,119.57357951423234,64.71040773711397,255.3247609627432,1384.240026376525,860.2263985053303,6063.435542367293,4606.396307286515,5905.879767007364,3619.5625892955272,3725.42037586548,5129.706561160568,4712.60578085504,5319.969227387625,4274.755467633806,571.1396856797451,1196.0874821408947
524,left Lateral hypothalamic area,LHA-L,2190.022320082041,533.751583519334,2158.170959763528,11.582312843095854,258.6716534958074,405.3809495083549,964.22754418773,134.16179043252697,109.06677927248596,227.78548591421847,1851.2396694214876,218.13355854497192,6278.578753694877,6293.056644748747,6972.552331543704,3990.1067744465217,4862.6410086264095,5405.0793267780655,6118.356759365385,6629.908909935452,5873.197804186523,549.1946673101285,1774.024250467515
525,left Lateral preoptic area,LPO-L,797.0695970695971,43.27979712595097,39.67314736545506,7.213299520991828,0.0,57.70639616793463,144.26599041983656,93.77289377289377,25.2465483234714,158.69258946182023,865.5959425190194,245.25218371372216,8143.815159199774,2308.255846717385,3227.9515356438437,2434.488588334742,4858.1572273879965,4962.750070442378,5327.0216962524655,5597.520428289658,1655.4522400676246,2402.028740490279,3548.9433643279795
526,left Preparasubthalamic nucleus,PST-L,3099.273607748184,464.8910411622276,3409.2009685230028,0.0,464.8910411622276,0.0,4493.946731234867,774.818401937046,0.0,0.0,3099.273607748184,1084.7457627118645,11157.384987893463,12397.094430992736,17200.968523002422,8987.893462469734,6353.510895883777,7438.256658595642,7593.220338983051,5578.692493946732,12397.094430992736,774.818401937046,619.8547215496368
527,left Parasubthalamic nucleus,PSTN-L,3774.605559729527,625.0939143501128,5024.793388429753,0.0,504.8835462058603,252.4417731029301,1779.1134485349362,108.1893313298272,0.0,372.65214124718256,625.0939143501128,180.31555221637868,10770.84898572502,5890.30803906837,16120.210368144251,10362.13373403456,7200.601051840721,6635.612321562735,7945.905334335087,8619.0833959429,7645.379413974456,108.1893313298272,973.7039819684449
528,left Perifornical nucleus,PeF-L,1419.93869508101,607.2106261859583,1027.587213545468,0.0,37.36680776528974,93.41701941322437,607.2106261859583,9.341701941322436,93.41701941322437,93.41701941322437,1363.8884834330754,149.46723106115897,5278.061596847176,6221.573492920742,6679.3168880455405,2242.0084659173845,4072.982046416581,4988.46883666618,6548.5330608670265,6716.683695810831,6903.517734637279,840.7531747190192,476.4267990074442
529,left Retrochiasmatic area,RCH-L,3976.3313609467455,432.7979712595097,27.04987320371936,67.6246830092984,27.04987320371936,432.7979712595097,595.0972104818259,27.04987320371936,0.0,378.698224852071,689.7717666948436,270.4987320371936,2150.464919695689,3381.23415046492,1677.0921386306002,67.6246830092984,1136.094674556213,3002.5359256128486,4612.00338123415,879.1208791208791,3624.6830092983937,473.3727810650888,67.6246830092984
530,left Subthalamic nucleus,STN-L,822.6221079691517,61.69665809768637,6046.272493573265,41.13110539845759,30.848329048843187,298.2005141388175,822.6221079691517,133.67609254498714,0.0,339.33161953727506,647.8149100257069,1696.6580976863752,5943.444730077121,1665.809768637532,627.2493573264782,1655.5269922879177,1604.1131105398458,3413.8817480719795,2478.149100257069,2478.149100257069,2251.9280205655527,71.97943444730078,370.1799485861183
531,left Tuberal nucleus,TU-L,3025.426763757908,534.7976602602363,160.4392980780709,84.03963232660857,99.31956547690103,511.8777605347976,1142.1750029843618,106.95953205204728,34.37984958815805,729.6168079264653,1806.852095022084,676.1370419004417,706.6969082010265,1837.411961322669,7529.187059806612,420.1981616330429,378.1783454697385,1279.694401336994,1230.0346185985436,2192.670407066969,1841.2319446102424,890.0561060045361,1000.8356213441564
532,left Zona incerta,ZI-L,1365.9789342171478,372.034912977841,1528.119523156744,21.100487601728297,79.95974249075987,154.36672508632807,476.4267990074442,129.93458154748478,49.97483905672492,169.91445279286472,1080.5670756042964,1945.6870672751568,6688.85456974787,4230.0924881570045,4832.01166079578,4494.403859168127,3101.7716774540595,6204.653906887158,3630.394419476305,4835.343316732895,3539.329157195162,11.105519790383314,155.4772770653664
533,left Fields of Forel,FF-L,611.807260043922,1281.4881798217284,578.7365973388452,66.14132541015373,223.22697325926885,49.6059940576153,636.6102570727296,181.8886448779228,0.0,107.4796537914998,1405.5031649657667,868.1048960082677,12302.286526288592,5704.68931662576,2935.021315075572,4605.089781681953,6564.526546957758,10516.470740214443,6035.395943676528,8284.201007621754,3108.642294277225,0.0,157.0856478491151
