name,1sn_GFP_SJ0503,1sn_GFP_SJ0510,1sn_GFP_SJ0514,1sn_GFP_SJ0516,1sn_GFP_SJ0519,1sn_GFP_SJ0520,cTBS_1sn_ChR_SJ0502,cTBS_1sn_ChR_SJ0511,cTBS_1sn_ChR_SJ0512,cTBS_1sn_ChR_SJ0517,cTBS_30sn_ChR_new_SJ0904,cTBS_30sn_ChR_new_SJ0908,cTBS_30sn_ChR_new_SJ0912,cTBS_30sn_ChR_new_SJ0914,cTBS_30sn_ChR_new_SJ0916,cTBS_30sn_ChR_new_SJ0920,cTBS_30sn_GFP_new_SJ0902,cTBS_30sn_GFP_new_SJ0906,cTBS_30sn_GFP_new_SJ0910,cTBS_30sn_GFP_new_SJ0918,iTBS_1sn_ChR_SJ0507,iTBS_1sn_ChR_SJ0508,iTBS_1sn_ChR_SJ0513,iTBS_1sn_ChR_SJ0518,iTBS_30sn_ChR_SJ0602,iTBS_30sn_ChR_SJ0603,iTBS_30sn_ChR_SJ0605,iTBS_30sn_ChR_SJ0612,iTBS_30sn_ChR_SJ0619,iTBS_30sn_ChR_new_SJ0903,iTBS_30sn_ChR_new_SJ0905,iTBS_30sn_ChR_new_SJ0909,iTBS_30sn_ChR_new_SJ0913,iTBS_30sn_ChR_new_SJ0917,iTBS_30sn_ChR_new_SJ0919,iTBS_30sn_GFP_new_SJ0901,iTBS_30sn_GFP_new_SJ0907,iTBS_30sn_GFP_new_SJ0911,iTBS_30sn_GFP_new_SJ0915,iTBS_30sn_YFP_SJ0601,iTBS_30sn_YFP_SJ0604,iTBS_30sn_YFP_SJ0606,iTBS_30sn_YFP_SJ0610,iTBS_30sn_YFP_SJ0613,iTBS_30sn_YFP_SJ0615
left Intertrigeminal nucleus,0.08227667842441899,-0.9403048962790748,-0.8697820290581443,1.492734022843031,-0.6229519937848871,0.8580282178546558,0.399629580918607,-0.3761219585116299,-0.7992591618372136,-1.0108277635000054,-0.11274690420042417,3.0441664134114568,-1.014722137803819,-0.8643929322032532,-0.7140637266026874,0.03758230140014139,1.3905451518052332,-0.5637345210021216,-0.8643929322032532,0.03758230140014139,0.6464596161918639,-1.0460891971104707,2.233224128662803,-0.9050434626686095,2.322230312261987,-0.7613869876268811,-0.7613869876268811,-0.4187628431947847,0.7233176382455369,-0.5951963466236642,-0.4093789506045691,-0.6184235211260511,-0.5951963466236642,-0.38615177610218215,-0.6184235211260511,-0.29324307809263456,-0.641650695628438,-0.5487419976188904,1.4836357713399633,-0.7613869876268811,0.38069349381344064,-0.5329708913388168,-0.3045547950507525,-0.647178939482849,1.8653981196858584
left Intralaminar nuclei of the dorsal thalamus,-1.3667554664668895,-1.0737325880325121,1.0677991029551805,0.10383598885330317,0.5269391170599511,0.7419138456309665,-1.7569962157837007,6.703697082562177,1.2019871500886803,0.2722556806637163,-0.30826240696275303,-0.13847453495617998,-0.469700055755887,-0.809275799769032,-1.055143483275817,-0.26743909347483347,-0.5494910775731836,1.3367315660845316,0.1547110800934204,-0.9419515686047688,-0.4151157444487015,-0.9477601356214714,1.5045948890325933,0.8076386034106396,3.4795085056776505,-0.7863389981775102,0.07813516472376936,1.3382725021837119,3.0439465236004675,-0.5409595668175405,-1.1461681793609413,-0.7825459205720315,-0.7594311768486081,-0.45545986960401713,-0.9038361887121464,0.6455972776515332,-0.8113772138184523,-0.8946400003490638,1.0604199365159832,-0.7597397931651632,-0.1446331772546372,-0.8395374082022043,-0.7264907868997292,0.9924828370231997,1.4779183284985342
left Isocortex,-1.041604665790464,-1.066009365658388,1.0622384635061508,0.9070063524477399,-0.5703854259084619,0.7087546414034239,-1.1304231119852026,1.881874116244463,0.193754266718991,0.5198121597050529,5.499631963103837,-0.01868671833261553,-0.19995604684206106,-0.6987345044857824,-0.787824245532688,-0.34695050644259845,-0.4434708297567788,1.4822784405987484,-0.33688857109878373,-0.7019190397431858,-1.1342307860678331,-1.6015142432064806,0.6364515367203558,-0.865683006025125,3.8374654864388154,0.48712369277060213,1.8536576636452144,1.4303707451288246,3.981877506858712,-0.4486971289011394,-0.5405352506051239,-0.909058225039219,-0.7764095190016043,-0.4316825846701945,-0.8830231467425935,0.7053151383288145,-0.8292924893801151,-0.8885688795216727,1.012546230572973,-1.2907411452550628,-0.002220409539276725,-0.3899807754272356,-0.6595470335321455,1.2116604055100457,1.1308289582436761
left Koelliker-Fuse subnucleus,-0.43869400178736695,-0.8521757046214378,-0.6303074738324245,1.870752582334636,-0.27733528848626676,0.3277598863928607,0.7815812675522065,-0.7614114283895687,-1.1648082116423202,-0.6908169913203371,0.3958605286611717,-0.41560867294812365,-0.6669486911456931,-0.6741298345227665,-0.5376881103583717,0.20196965748018958,-0.2755763770951922,1.480213178599257,-0.6633581194571564,-0.5412786820469084,-0.9731947395972633,-2.00185653689178,1.9816866977291439,-1.366506603268696,0.7496950441302938,-0.4784238110568323,-0.4636271983437344,2.5400851824151403,-0.22688139493416787,-0.8541216547876939,-0.31027276439226437,-0.9059167872063064,-0.7744368356821365,-0.48159512546921285,-0.9597040401025575,0.3829851618260856,-0.7983422814138037,-0.82423984762311,1.239596967210828,-0.4784238110568323,-0.33045768392585323,-0.43403397291753865,-0.33045768392585323,-0.4636271983437344,2.0370003501698117
left Lateral amygdalar nucleus,-0.33541732826934145,-0.13000215634430812,1.8599132033006025,0.24800411364144906,-0.8426022115275422,-0.79989562080086,-0.27788696224910014,-0.5337735595783942,-0.3848299125812051,-0.1811794758101669,18.121901044201937,-0.7986028482765011,0.7136617296669941,-0.39838947961330184,-0.029442780376915015,1.5495240256771137,1.1503528793281415,-0.3233494729889516,0.37077058828628423,-1.1977739946254735,-0.26376908101713903,0.23282739131709107,-0.6156572707237684,-0.30118146628183584,26.326492400834724,-0.6814282162618069,0.9851505069384978,2.558276217622898,3.7575898782436785,-0.6970051701783673,-1.350614937755314,-1.0557404983501077,-0.8952310832959658,-0.2572650904839752,-0.8247269477114362,0.14282980658689684,-0.7242210523037023,-0.778438518269921,1.3598297639867267,-1.0396647642394425,-0.3932814276711,-0.5723997016599179,-0.27646516202621874,0.5256731954019654,1.7561378601947135
left Lateral dorsal nucleus of thalamus,-0.4693353919287247,-0.7724755317580427,-0.3736069267194665,-0.45338064772718184,0.11301277142759654,1.955785726705819,0.543790864869259,12.693328574344292,2.514201773759826,2.258925866535137,0.2434825850767162,0.41607783525767983,-2.0988815245220764,1.4269928720318954,0.08321556705153575,-1.235905273617258,0.8722224250216555,-0.18800554037569248,0.6503142462175593,-1.334531130863523,0.9905237025124642,-1.1314572762927615,3.0087988440076607,-0.10237627529323454,15.403409437300686,-0.7281118377584881,-0.32787644868006444,0.4997289321261674,1.1238247930620144,0.3606886383480323,-1.2047161902765366,-1.2628136890708506,-0.5107738435666762,-0.6495623129086484,-1.3305941043308833,0.9416636262911712,-0.8464482810449343,-0.8819523080859039,0.7867369628396672,-0.7416791390831804,1.1373920943867066,-0.7009772351091035,-0.6534916804726802,-0.4635494619269877,1.4223054222052458
left Lateral group of the dorsal thalamus,-1.258210878618074,-0.5053376420922996,1.4775544665755833,-0.1220567216791785,-0.45938304194072643,0.8674338177546964,-1.4889616368259737,4.357050156924162,0.08620561517795092,-0.022325461775763847,-0.11940913235394819,0.10093322075763525,-1.3306077814455726,-0.5819912152838569,-1.5071553811436738,-1.1212141166873595,0.5662524757758862,1.0479947633241933,-0.43418392251335364,-1.1800633165867267,-0.9942163671090363,0.7862799494019179,0.20549202408203507,-0.14454514302994825,9.092650412721653,-0.6592614817945679,0.46744701643135633,0.08704185823204573,0.815614449359539,-0.7397862076610575,-0.8355477665603035,-0.9189166531314118,-0.9238737220626668,-0.5191966402202061,-0.9218458302271533,0.7942013052473348,-0.937843643596204,-0.788230290398323,0.931872628747192,-0.7317963636546059,1.4100820568316777e-16,-0.6979467521199215,-0.10960826592183519,-0.4094191109433257,1.9487704926396887
left Lateral habenula,-1.3509002073070835,-1.1430694061829167,0.7043154926985647,0.20090310775336087,0.9814232275307867,0.6073277855072867,-0.5934723987656761,3.710934415628175,0.8105401243842496,0.8982909070811198,-0.845192554666589,1.5149002145083357,-1.0135148007230708,-0.8702618253558522,-1.2928581026891468,-0.891749771660935,-0.7126835524519121,1.2498822100789813,0.35813243841804615,-0.8953310960451155,0.6858416437097494,-1.4247956032623428,0.15010002303411996,-0.9167647560699353,0.1621987926690081,-0.6313276083886004,0.07236561519078805,-0.017467562287431578,6.181021683709738,-0.5538923271585928,-0.9465990564668015,-0.6965171591959024,-0.4425277322801456,-0.2784114871961182,-0.4347126729904301,1.4174563786721661,-0.7688064576257718,-0.6320429200557488,-0.016607000990645666,-0.9756881220551098,1.1503637449294262,-0.7960217670986701,-0.88585494457689,0.46164271759640735,1.0455583712048364
left Lateral hypothalamic area,-1.3436168234749677,-1.1290481652027504,0.9820418423256937,0.41451822500634383,0.21812150521972146,0.8579834161259592,-0.9001516323553523,0.7307798467267943,0.7360217520591774,-0.09779065614523696,-0.45241450663698696,-0.3039045272844109,-0.11015309726813594,-0.9426941404598965,-0.5507654863406799,0.25374552763552805,-0.1809658026547947,1.399042686285032,-0.24292691986812145,-0.9751499637621152,-0.1474140266251308,-0.6045081716089422,0.6727694277150875,0.584006497420066,9.972830320192555,0.040375831255840225,3.7297174122582475,10.139380624122893,8.367891027772902,-0.2857192271954619,-0.6909772013364844,-1.0486667852201004,-0.6889179636630036,-0.5575386000949284,-0.9059616144478806,0.8666301748843971,-0.7729348607410204,-0.9543536997746795,0.8606583856313025,-1.251650768931049,0.8075166251168058,-0.7419058993260654,-0.12112749376752083,1.4787648197451506,-0.1715972828373212
left Lateral mammillary nucleus,-0.744718693072681,-0.8207103964474444,-0.3951568575487695,1.8845942436941314,-0.1367850660745741,0.2127767694493373,-0.4863469015984856,0.927098781172113,-0.562338604973249,0.13678506607457397,0.17661777445708038,5.749889768436053,-1.040082449580583,-1.569935772951823,-0.039248394323795906,0.7849678864759119,0.5691017176950359,1.118579238228174,-0.8242162807997071,-0.8634646751235026,1.1702722319713557,0.04559502202485799,0.5623386049732491,-0.6535286490229649,-0.2727254099823877,-0.6198304772326994,-0.5206576008754674,4.983437036950904,2.107423622591178,-0.672886838568612,-0.9119836847605047,-0.7412002231948671,-0.9529717155362577,-0.9188150232231301,-0.8505016385968751,1.2535506078917795,-0.672886838568612,-0.9256463616857556,0.3449825923625878,-0.6198304772326994,-0.32231184816100367,-0.5702440390540835,2.0082507462339456,-0.1239660954465398,-0.3718982863396196
left Lateral posterior nucleus of the thalamus,-0.7374574617711207,-0.9417848476758579,1.5735557305307353,-0.7304116898433711,0.09394362570332768,0.7421546430562868,-1.7943232509335547,14.425043726745935,0.22781329233056957,0.6787426957065417,-0.3435250622914268,0.4709051583819706,-1.2542425996946838,-0.8630753754796285,-1.079721838121813,-1.1419073968431808,0.32647418328718103,1.243209677986054,-0.5441236388119679,-1.0255602224612668,0.7421546430562868,4.652558062957294,0.6294222922122947,0.39691181859655955,9.474914098003216,-0.5367562173745665,0.1896149680942761,0.47403742023569034,1.9311555212063196,-0.6082315018170208,-0.3925507744313456,-0.7895455198939896,-0.790730578835669,-0.3860329502521082,-0.8458358196237674,1.3500783993084091,-0.8387254659736901,-0.6698545667843566,0.15850163344963764,-0.676779578428801,0.15023339779777284,-0.6373980081322975,-0.5717620576381252,-0.19982500483781412,1.9355312512392646
left Lateral preoptic area,-0.6845194959516248,-1.5400038419046675,-0.23103358108299757,0.7214848689249042,0.6640565216271302,1.0700155283872546,-0.054787963513968266,2.468098741912366,-0.7360069797358357,-0.6666969054109364,0.27871542094188456,0.3597962706704328,0.34966116445436435,-0.7499978599890716,-0.927362218770271,1.722968056731651,0.30912073959008995,1.2770233832246354,-0.7043898820167632,-0.8817542407979627,-0.5043133027068865,-1.2944481500107388,0.9214939405481849,-1.0944390783874578,-0.5374178046283598,-0.9647620830075374,0.5892171110985628,7.620972964428668,8.359113081629065,-0.39563799691428964,-0.49489373709698775,-0.4796591351154573,-0.3988695791527961,-0.13849638165027633,-0.43626360219837074,-0.604767533206207,-0.44872827654689557,-0.44226511206988267,1.4957609218229853,-0.8870631233022324,-0.34317040536509724,-0.6928157240389698,0.7446150305091731,-0.4985683247757073,1.6770025469728331
left Lateral reticular nucleus,-0.9012654258128471,-0.1578156365682506,1.7510419304111187,-0.5797736250584269,0.5580059510490128,-0.6701931940206076,0.286747244162471,-0.9012654258128471,0.9648940113788259,-0.6224717548461234,0.5366217825388795,0.16567546295860552,-0.4053317930245133,-0.26778989924755753,1.8078423159319539,3.2749558495528137,-0.2969654524729723,1.428560124001561,-0.9054841340316243,-0.2261105374969651,-0.7756826911431517,-0.851032331944969,0.7539150171337377,0.5755875339027707,0.6461706437298806,-0.6903189485809906,-0.2929842049210019,5.510511141870349,-0.8588852034670466,-0.4721393878408146,-0.3103989426359007,-0.631684261391363,-0.3279635158708235,-0.40846780986421954,-0.6583970498528081,1.4943609572524132,-0.4296916691897512,-0.6203404745104754,-0.4443288135521869,-0.208701077477974,1.0435053873898694,-0.9190874373549236,-0.9190874373549236,-0.41338867269675605,1.4167592374947076
"left Lateral reticular nucleus, magnocellular part",-0.9017499570401543,-0.1554741305241646,1.7505546696315388,-0.581557288230929,0.5580260684759202,-0.6697993623122116,0.2857362398822483,-0.9017499570401543,0.9715032155996441,-0.6218965220966581,0.6133275566906831,0.24199318563305816,-0.33795600062547876,-0.19192562998483975,1.8733610405041956,3.350353932126657,-0.2711992597611864,1.4477868174943338,-0.851148446019724,-0.325439111713424,-0.7782110533263588,-0.8841015422238978,0.759722237804566,0.5681108769423523,0.868814657384183,-0.723229498579266,-0.7514072712511853,5.940813738329683,-0.8922961346107826,-0.4714969471461333,-0.3114937121215865,-0.6362600038075661,-0.32723773753590113,-0.4077885652370461,-0.6582284113624238,1.4943093888877164,-0.4293908326659895,-0.6208821185191657,-0.4440364377025613,-0.13149627246895748,1.066059066087619,-0.9627405662905812,-0.9627405662905812,-0.37100734018027276,1.3619256791427734
"left Lateral reticular nucleus, parvicellular part",-0.7282190812544191,-0.7282190812544191,1.768532054475018,-0.10403129732205987,0.5201564866102995,-0.7282190812544191,0.5201564866102995,-0.7282190812544191,-0.7282190812544191,-0.7282190812544191,-1.1198567190613535,-1.1198567190613535,-0.9971326950546299,-1.1198567190613535,-0.935770683051268,-1.0584947070579918,-0.3835125750210114,-0.26078855101428766,-0.8130466590445442,1.4573477850798435,-0.10403129732205987,7.38622210986625,-0.7282190812544191,2.392719838407377,-0.6254582672007621,-0.4690937004005716,2.267286218602764,2.8145622024034296,-0.6254582672007621,-1.305582419667734,1.305582419667734,6.005679130471576,-1.305582419667734,-1.305582419667734,-0.7833494518006403,1.305582419667734,-0.7833494518006403,0.26111648393354686,-0.7833494518006403,-0.6254582672007621,0.860005117401048,-0.6254582672007621,-0.6254582672007621,-0.6254582672007621,1.6418279514020004
left Lateral septal complex,-1.07920282508283,-1.368845062780016,0.03794417128255238,0.8657603732170899,0.867317589548795,0.6770257538144077,-1.3012618739840056,5.562636272906615,0.8698091356795239,0.8377304792463943,-0.5740639343609285,0.4822137048631796,-1.6810325021286052,-1.2174487966446859,-0.6247548629044972,-0.2603867355101267,-0.37606603398134786,1.4942992525364847,-0.5736306785614108,-0.544602539993726,-0.6852270931613891,-1.3526500129302805,0.450917942450798,0.7003839987899872,-0.2394929865006526,-0.7104443560838712,3.0516041828308946,4.635039102610693,2.9366475493105826,-0.5032369814851292,-1.3030323721578914,-0.8639952741657174,-0.6877271729964636,-0.5657473943598487,-0.9085972984871391,1.2700313794150213,-0.6826587611417565,-0.9054436199997657,0.31807100172650055,-0.7104443560838712,-0.14678602398427099,-0.2524719612529461,-0.6622367355753528,1.9817658353918508,-0.20982675849541046
left Lateral septal nucleus,-1.0743193559739734,-1.377083088458047,0.05151073360262088,0.8818726023212639,0.8510324849926558,0.6669866235154805,-1.3011434447134107,5.6823192523097115,0.925977286242821,0.9011062238810407,-0.5522107736674768,0.47528256170895455,-1.6185026855099451,-1.1885966198402924,-0.550872891720372,-0.22665949987199288,-0.35331232419790726,1.4920728415085482,-0.5535486556145816,-0.5852118616960605,-0.6667655474055979,-1.3475694277887342,0.4385044639519242,0.6673182376803046,-0.26139848708624525,-0.6831343361398902,3.0677881923095773,4.459322145869069,2.640221893729845,-0.525536366283945,-1.3070864478574358,-0.8523750756110764,-0.6808443953145746,-0.5847013297241848,-0.9178621016769869,1.2708836930104341,-0.6765501640971378,-0.9097507760440509,0.31541724713075436,-0.6850778193152525,-0.17782871054566138,-0.23418972263117144,-0.6675864707369907,1.9872115468080735,-0.2225288235789969
"left Lateral septal nucleus, caudal (caudodorsal) part",-0.591443008267278,-1.7401838614379508,0.8938715980616806,0.5536394345429781,0.692659028238792,0.19145680886177913,-1.7438422717983668,6.666843146798373,-0.08658237852984874,0.14023906381595294,-0.4966237787968098,0.2813571978734778,-1.0801095112995254,-1.0196838043736778,-0.4173150384566348,-0.8459598969618659,-0.8950557838391171,1.3671316191973013,-0.566491002429821,0.09441516707163677,-0.30242858979440185,-1.6853077060317083,1.4279995106824392,0.6743669764367115,-0.17102313820052178,-0.6911209009473139,0.26473444680354724,7.686670088163176,0.9675692613262393,-0.2912581921959778,-0.7905579502462254,-1.1116206788269993,-0.8118047484611295,-0.2558468618378042,-1.0974561466837298,0.870233443552116,-0.8236085252471875,-0.9074153404281984,0.8607904221232696,0.8129456021312473,-0.5505539380427754,-0.8598012564327601,-0.8035744712709446,1.6141772906871161,-0.21319322707188337
"left Lateral septal nucleus, rostral (rostroventral) part",-1.0350370560406819,-1.3722764881767266,-0.041713637749059,0.9137051832115708,0.8908509407031775,0.6444710580517201,-1.277514994849243,6.339636807033489,1.198547083743007,1.1556257014711468,-0.6461799235956976,0.5951028639540699,-1.5310256762362666,-1.2311776138796617,-0.6410354715454619,-0.42423356371409326,-0.37940333870489495,1.4917073641380347,-0.47788284938083886,-0.6344211760523015,-0.6610078676716141,-1.3393886757866,0.5435779386853995,0.42930672614343346,-0.24764647801662246,-0.6318280864986835,2.2608334361897757,3.7693112224355145,2.444449646126055,-0.48116388940112026,-1.2838722068809787,-0.8068778485838544,-0.6100759804752504,-0.5741689596737803,-0.9053768892523678,1.290249136804737,-0.6773771178244541,-0.8932116690901212,0.28033965010983825,-0.8408680793492166,-0.1346518872866045,-0.07815459192159559,-0.6855005170954419,1.9387988526092237,-0.19962377695636477
"left Lateral septal nucleus, ventral part",-1.2243451726397447,-1.2183295555775049,-0.014203540285843823,0.8710947707071093,0.7808605147735125,0.8049229830224718,-1.1581733849551072,3.9500881037301654,0.6675663934346634,0.607410222812266,-0.19550488684354,0.21790648846103022,-1.9835599977667535,-0.9164291570790957,-0.2891843117894032,1.0528752760219837,0.4032288291148023,1.2056134688684987,-0.5926241882444817,-1.0162181097388194,-0.7440984105042697,-1.2032905129219056,-0.04327902275333626,1.060586708167662,-0.3030336990698078,-0.6876533940430256,6.637603523855986,3.6130941042938636,3.7092490280371684,-0.6776126668319379,-1.4867379722389915,-0.8304650920437708,-0.7586046012298961,-0.6982576697176919,-0.8538892299333763,1.3265406902312653,-0.604164098873005,-0.9154272193043741,0.1930506279461137,-0.9848595219768757,-0.0407929979517049,-0.2768096289579976,-0.3817059094052388,1.9347536171380044,-0.25058555884618716
left Lateral terminal nucleus of the accessory optic tract,-0.9704949588309455,-0.7548294124240686,0.7548294124240691,-0.10783277320343819,-0.5391638660171918,1.6174915980515765,-1.617491598051576,-1.1861605052378223,-1.4018260516446992,-1.4018260516446992,-0.5391380680858384,1.257988825533623,-1.0183719063843615,-1.1381803659589922,-0.7787549872351,-0.17971268936194612,1.257988825533623,0.2995211489365769,-1.0183719063843615,-0.5391380680858384,-0.5391638660171918,-0.7548294124240686,-0.10783277320343819,-1.617491598051576,1.613743060919757,-0.6454972243679028,8.16976304140359e-17,8.16976304140359e-17,-0.6454972243679028,-0.4391550328268397,-2.5861351933136127,-1.6102351203650795,-0.6343350474165467,-1.2198750911856662,-2.390955178723906,0.3415650255319868,-1.4150551057753729,0.9271050693011067,0.14638501094228015,-0.6454972243679028,8.16976304140359e-17,-0.6454972243679028,8.16976304140359e-17,-0.6454972243679028,1.9364916731037083
left Lateral vestibular nucleus,1.5372384157458094,-1.0444893073126156,-0.5239796857282556,0.4337580179869666,-0.909156805700682,0.5066293650087772,-0.4198777614113837,-0.6697223797718769,0.8293453303910799,-0.3886471841163221,1.2241707094026064,4.84637445229251,0.8217036268592837,-1.1906317858573292,0.2850808501348538,0.2850808501348538,-0.08384730886319186,1.1235539387667757,-1.2912485564931597,0.2515419265895767,-1.8877148942792785,-1.3463848878315443,2.5470270816194676,-0.5864408403183788,3.964278942642291,-0.5202465803992508,0.3329578114555206,-0.37457753788746045,0.9052290498946963,-0.7611366261873194,-1.0134089245377136,-0.9615721509040709,-0.6678304336467626,-0.7680481960051384,-1.0859804076248132,0.5486058542893842,-0.8026060450942335,-0.8786333130902426,1.1326335038950912,-0.5618663068311908,-0.5514613752232058,-0.3641726062794755,-0.07283452125589503,-0.45781699075134064,2.0081518003411083
left Lateral visual area,-1.2752887818448861,-0.8424131773791489,0.7182279210228296,0.6892797857319638,-0.48776485944361164,1.1979591119128523,-0.8518381516598958,3.012132018466925,0.827557622679495,0.5551758659659067,3.8626641962279282,0.7660047550609766,-0.07348114463956082,-0.1739750514223295,-0.4066385444057959,0.19664647679252162,-0.5979789429201876,1.4242800420508257,-0.044056528733565976,-0.7822445703970725,-1.470251106966624,-1.2583238281395415,1.2456225532754872,-0.3451784628248821,0.5549107862390864,0.686389768579385,1.3710425180831363,-0.7053633615593877,2.4741832479627166,-0.24911033452475104,-0.5190991289893931,-0.7703141469758266,-0.24271209680123598,-0.5096701470810552,-0.4887916871411641,1.2049733754825143,-0.8522284273045129,-0.792623791669662,0.4398788434916603,-0.8079811038737672,-0.4231645701948439,0.017771041312255775,-0.6332102614945896,1.9386469052595483,-0.09206201100860349
"left Lateral visual area, layer 1",-0.8536299386907581,-0.9149227390754349,0.651874470757864,0.8012756716955132,-0.9187535390994772,1.2341560744122926,-0.7310443379214047,4.283472893549959,2.7166756837166606,2.7281680837887876,4.3231889692248,1.3828893192474243,3.7996259347772154,2.7752634760754202,3.056014668460357,4.349746514450403,-0.47234491151249447,-0.4344055611902058,1.4967073702142901,-0.5899568975115895,-0.903430339003308,-0.8842763388830965,5.202864899320111,1.7283292775137487,2.0981989954220848,2.7607881518711643,2.5123172182027593,-0.5245497488555211,4.113574346288034,-1.8504481190172752,-0.5515921011108923,-1.199333284066803,2.4071006981200114,-0.5279765371489582,-0.20073229367644074,0.17374307771994485,-0.915946516523592,1.3342793638492847,-0.5920759250456367,-1.1319231422671772,-0.0552157630374231,-0.8834522085987724,-0.08282364455613495,1.6288650096039867,0.5245497488555212
"left Lateral visual area, layer 2/3",-1.0528795467666971,-1.0444828529613646,0.7524096213797979,0.7553731603699153,-0.568340921882508,1.1579205398608572,-0.9471799894525111,3.025444026799817,1.389076581090012,1.172738234811444,9.902915860324324,2.172316556615323,1.3724820234314588,0.5681094219742124,-0.24987738430318573,1.9397405576044124,-0.5130853441594357,0.9822081519204678,0.6770230605354192,-1.1461458682964512,-1.0020054607696824,-1.0667093953872449,2.7523045165439997,0.2337902981092589,0.3645563432945612,0.9848462408405303,2.9203372745366,-0.7967382769230809,3.0975629595497347,-0.4337324227499105,-0.4805351772047846,-0.8485016605051738,0.2586255655652956,-0.5445527378959342,-0.11741035815834787,1.0445890627902497,-0.9980552896828175,-0.6984100686326468,0.6518762955252144,-0.8480404489005671,-0.6055210904615415,0.3039265036848046,-0.6195125919099468,1.8523193306416605,-0.08317170305440937
"left Lateral visual area, layer 4",-1.1089020514925663,-0.968053148893347,0.8276571366561832,0.6845437822466872,-0.5894368062150602,1.154191087698103,-1.024664444150268,2.4766309448997745,0.40556331922058125,-0.01970073074940852,4.079744612017937,0.8462202146344115,-0.5282992268513507,-0.5145395485646123,-0.7042782702027944,-0.4044621222707051,-0.3805637336674226,1.4147121859549194,-0.11768145903131538,-0.9164669932561814,-1.0337222513913753,-1.2067263696965256,0.4268491662371834,-0.5935128194735586,0.19261907472209153,0.3496454943324918,2.0204065989871536,-0.8311931811377201,4.212495416748345,-0.1646594276233114,-0.3854948812150261,-0.6608138262768135,-0.24299959583175923,-0.6972436164313591,-0.5044558773834097,1.052998248604289,-0.8616612534120517,-0.8474762023784235,0.6561392071861858,-0.8186310675688881,-0.6616046479584876,0.5255150842961406,-0.6364804208208235,1.7817264411793448,-0.19052538912728595
"left Lateral visual area, layer 5",-1.5934706664310243,0.11899364567068496,0.5843088341342975,0.3141258214780064,-0.6713242971475962,1.2473666622956294,-0.4696659616142772,2.8012452930556027,0.34284092427239465,-0.11594810446522022,1.6543874911455339,0.16367845203679582,-0.32181342708838817,-0.181378676796568,-0.27435348377647106,-0.25684776698109185,-0.6015158798856696,1.4715500046160173,-0.2179461741024713,-0.6520879506278763,-2.105774204921817,-1.4955782705410636,1.2251777192272393,-0.816857659037337,0.5100231379702564,0.41517127389651975,0.44471529713260166,-0.5551166471200656,0.8147930618793121,-0.11232352806950821,-0.6130147227044684,-0.7999132040023906,-0.5038266625777874,-0.5038266625777874,-0.5276808108487064,1.2758895336762435,-0.8151601853714316,-0.7787641653292046,0.318034817024392,-0.6546333569679205,-0.3591931246071012,-0.28144569503846456,-0.6002101562698748,1.9981089399139613,-0.10262660703060024
"left Lateral visual area, layer 6a",-1.324526818103054,-1.0527540788121903,0.5274728972258163,0.9037174153301035,-0.07232661610160074,1.018417200460925,-0.6027218008466738,3.337252346991037,1.0491012194131193,0.9570491625565364,2.7702485679421986,0.6516212645782837,-0.5971007373281639,-0.6043701409615132,-0.8386064802583242,-0.18516786477170333,-0.7029109457691373,1.4811409902949213,-0.32086339926089025,-0.45736664526489396,-1.8783003030021799,-1.1024329666395525,0.04675660030810525,-0.3389853522337661,0.3677322078119602,1.0364740785132973,1.718863742494254,-0.8696677162068412,4.075382715441823,-0.18961725197720725,-0.4851847201368005,-0.6462122312393953,-0.4607993529202197,-0.20265081031710386,-0.5717948174922433,1.279390904138894,-0.6861537809906918,-0.8951111517948424,0.30187402864664015,-1.0197934422826518,-0.2782633407566789,0.32223956354656286,-0.7513868411168089,1.7916519733188894,-0.06444791270931251
"left Lateral visual area, layer 6b",-1.130455753999541,-1.384398713231322,0.5351916130046136,0.4123159875698811,0.537922182458719,1.0294246841976498,-1.1222640456372257,2.181724993830032,-0.6334921133523999,-0.14198961161346918,2.3386755752616746,0.24746045580265105,-1.0379397709581621,-1.085340646999233,-1.1104352284327415,-0.5165301345063789,-0.5583544368955592,1.4966129538261743,-0.4049986614685642,-0.5332598554620511,-1.570077436110474,-1.3379790325115342,-1.5373106026612118,-1.2615230877965893,11.520664832997028,-0.6432858536191235,0.8772079822078955,-1.1111301107966678,21.34539423372546,-0.29570918850920114,-0.4246590903624734,-0.6013682151243649,-0.28456536983052344,-0.30526103309092506,-0.728726142880683,1.3090007012204081,-0.5997762410274109,-0.9356827754847002,0.22645831529170315,-1.1111301107966678,0.17544159644157895,1.812896496562984,-0.1754415964415792,-0.05848053214719302,-0.6432858536191235
